shop_id,feedback_rating,feedback_comment,delivery_timestamp
Shop_P,5,Great service as always.,2024-11-17 15:36:19
Shop_M,4,Items were fresh and well-packed.,2024-09-04 03:58:54
Shop_D,5,Timely delivery and good products.,2024-12-15 22:51:13
Shop_C,5,Items were fresh and well-packed.,2025-02-09 22:21:20
Shop_K,5,Very satisfied with the shop.,2024-09-04 23:44:44
Shop_C,4,"Excellent quality, fast delivery!",2024-09-13 18:53:40
Shop_N,3,"Excellent quality, fast delivery!",2024-10-07 05:54:15
Shop_Q,4,Items were fresh and well-packed.,2024-11-12 05:01:39
Shop_X,3,Very satisfied with the shop.,2024-10-12 10:57:28
Shop_Y,5,Great service as always.,2024-10-25 16:51:12
Shop_R,3,Very satisfied with the shop.,2024-08-31 21:53:56
Shop_P,5,Very satisfied with the shop.,2025-01-09 20:44:55
Shop_K,5,Items were fresh and well-packed.,2024-10-14 06:24:56
Shop_L,5,Great service as always.,2024-09-21 17:05:48
Shop_S,3,Items were fresh and well-packed.,2024-09-29 11:39:14
Shop_R,5,Very satisfied with the shop.,2024-09-23 02:27:11
Shop_R,4,Timely delivery and good products.,2025-02-12 09:22:00
Shop_D,5,Great service as always.,2025-01-18 03:50:49
Shop_L,4,Items were fresh and well-packed.,2025-01-16 13:50:04
Shop_E,5,Great service as always.,2025-01-01 23:59:21
Shop_H,4,"Excellent quality, fast delivery!",2024-12-25 00:37:26
Shop_D,5,Great service as always.,2024-09-01 17:30:34
Shop_Z,4,"Excellent quality, fast delivery!",2024-12-10 21:43:04
Shop_P,2,"Poor quality items, some were stale.",2024-11-17 09:22:53
Shop_H,4,Very satisfied with the shop.,2024-11-01 12:06:48
Shop_L,4,Timely delivery and good products.,2025-01-25 07:31:11
Shop_P,3,Timely delivery and good products.,2024-09-06 06:04:17
Shop_U,4,Very satisfied with the shop.,2024-09-22 03:58:04
Shop_K,4,Very satisfied with the shop.,2024-11-11 20:44:10
Shop_L,5,Timely delivery and good products.,2024-09-18 23:43:33
Shop_R,4,Very satisfied with the shop.,2024-10-15 04:47:29
Shop_Y,4,"Excellent quality, fast delivery!",2025-02-12 12:23:06
Shop_A,4,"Excellent quality, fast delivery!",2024-09-01 21:50:06
Shop_A,4,Great service as always.,2024-10-05 10:47:49
Shop_N,1,Some items were damaged.,2025-01-17 00:47:22
Shop_U,5,Very satisfied with the shop.,2024-12-11 12:44:26
Shop_P,3,Great service as always.,2024-10-29 21:35:48
Shop_I,5,Great service as always.,2025-02-02 02:02:54
Shop_R,5,Timely delivery and good products.,2024-12-21 21:01:55
Shop_J,5,Timely delivery and good products.,2024-09-16 09:06:50
Shop_B,4,Very satisfied with the shop.,2024-09-04 21:24:41
Shop_E,1,"Poor quality items, some were stale.",2024-11-21 02:04:54
Shop_P,3,Great service as always.,2024-10-18 11:05:56
Shop_S,3,Items were fresh and well-packed.,2025-02-24 16:25:53
Shop_S,2,Unsatisfactory service.,2024-12-02 18:16:58
Shop_M,1,Some items were damaged.,2024-11-04 13:49:29
Shop_G,5,"Excellent quality, fast delivery!",2024-12-08 13:13:49
Shop_B,3,Items were fresh and well-packed.,2025-01-21 04:40:01
Shop_N,5,Timely delivery and good products.,2024-12-16 11:05:52
Shop_F,3,Timely delivery and good products.,2024-09-24 17:30:21
Shop_A,3,Items were fresh and well-packed.,2024-09-29 00:22:14
Shop_S,5,"Excellent quality, fast delivery!",2025-01-16 10:03:31
Shop_Q,3,Great service as always.,2024-11-08 19:43:26
Shop_H,3,Items were fresh and well-packed.,2025-01-02 03:20:56
Shop_J,5,Items were fresh and well-packed.,2025-02-22 23:03:22
Shop_H,4,Items were fresh and well-packed.,2025-02-09 20:18:52
Shop_B,4,Timely delivery and good products.,2024-11-01 09:32:48
Shop_H,4,Items were fresh and well-packed.,2024-12-31 21:37:46
Shop_F,5,"Excellent quality, fast delivery!",2025-01-20 22:50:55
Shop_W,3,"Excellent quality, fast delivery!",2024-10-01 08:22:00
Shop_B,3,Great service as always.,2024-12-16 19:55:42
Shop_S,4,"Excellent quality, fast delivery!",2025-01-23 00:05:23
Shop_D,3,Items were fresh and well-packed.,2024-10-15 05:46:42
Shop_V,3,Great service as always.,2024-12-21 06:57:07
Shop_S,3,Great service as always.,2024-10-13 23:00:36
Shop_U,4,Timely delivery and good products.,2024-09-24 16:37:38
Shop_E,3,Very satisfied with the shop.,2024-10-15 08:14:10
Shop_X,4,Items were fresh and well-packed.,2025-01-02 07:48:15
Shop_D,4,Items were fresh and well-packed.,2024-09-11 00:11:07
Shop_Y,3,"Excellent quality, fast delivery!",2024-11-20 08:48:06
Shop_Y,4,Timely delivery and good products.,2025-02-22 14:13:42
Shop_W,5,Timely delivery and good products.,2024-09-11 06:26:14
Shop_N,4,"Excellent quality, fast delivery!",2024-10-04 06:22:35
Shop_H,5,"Excellent quality, fast delivery!",2025-01-23 14:40:44
Shop_D,3,Very satisfied with the shop.,2024-09-14 22:29:40
Shop_K,5,"Excellent quality, fast delivery!",2024-12-28 07:51:33
Shop_J,5,"Excellent quality, fast delivery!",2024-12-19 08:29:56
Shop_K,3,Items were fresh and well-packed.,2024-10-09 02:21:08
Shop_U,5,Very satisfied with the shop.,2024-10-20 17:52:11
Shop_B,2,Some items were damaged.,2024-12-17 10:48:03
Shop_E,4,Very satisfied with the shop.,2024-09-02 23:22:47
Shop_U,1,Some items were damaged.,2025-02-12 23:55:31
Shop_K,2,Delivery was very late.,2024-11-25 21:14:47
Shop_B,3,"Excellent quality, fast delivery!",2024-11-18 16:55:23
Shop_B,3,Timely delivery and good products.,2024-12-31 08:04:39
Shop_H,4,Very satisfied with the shop.,2025-01-02 07:10:16
Shop_I,5,"Excellent quality, fast delivery!",2024-11-03 09:11:40
Shop_B,4,Very satisfied with the shop.,2024-12-22 17:23:28
Shop_E,2,Some items were damaged.,2025-01-17 15:57:40
Shop_Q,3,Great service as always.,2024-11-10 14:10:30
Shop_B,5,"Excellent quality, fast delivery!",2024-09-18 06:55:10
Shop_X,4,Great service as always.,2025-02-26 10:45:59
Shop_Z,4,Great service as always.,2024-11-27 14:54:56
Shop_P,5,"Excellent quality, fast delivery!",2025-01-11 03:53:31
Shop_O,3,Timely delivery and good products.,2024-11-02 16:00:03
Shop_Z,3,Great service as always.,2025-01-16 11:33:39
Shop_L,3,"Excellent quality, fast delivery!",2024-12-01 14:57:03
Shop_H,2,Some items were damaged.,2025-02-25 12:21:11
Shop_P,4,Very satisfied with the shop.,2024-11-04 02:03:31
Shop_G,5,Great service as always.,2024-10-17 03:37:07
Shop_V,4,Items were fresh and well-packed.,2024-10-14 04:15:28
Shop_H,2,Unsatisfactory service.,2025-01-10 08:33:14
Shop_H,3,Timely delivery and good products.,2024-11-13 11:08:46
Shop_Q,5,Timely delivery and good products.,2025-02-25 02:52:02
Shop_S,3,Very satisfied with the shop.,2025-01-07 20:44:08
Shop_L,4,Timely delivery and good products.,2025-01-14 18:56:51
Shop_D,5,Items were fresh and well-packed.,2024-09-26 00:04:57
Shop_B,3,Very satisfied with the shop.,2024-12-03 16:48:35
Shop_V,5,"Excellent quality, fast delivery!",2024-12-20 21:33:00
Shop_O,4,Great service as always.,2025-01-28 05:54:39
Shop_E,3,Items were fresh and well-packed.,2024-12-19 02:17:58
Shop_A,3,Great service as always.,2024-10-21 06:21:32
Shop_S,5,Very satisfied with the shop.,2024-10-17 17:35:43
Shop_F,4,"Excellent quality, fast delivery!",2024-10-14 22:51:39
Shop_G,5,Timely delivery and good products.,2025-02-20 00:16:05
Shop_Y,5,Great service as always.,2025-01-31 22:55:31
Shop_M,1,"Poor quality items, some were stale.",2024-11-04 21:40:14
Shop_L,4,"Excellent quality, fast delivery!",2025-01-25 15:26:38
Shop_Q,5,Items were fresh and well-packed.,2024-11-14 15:31:23
Shop_P,5,Items were fresh and well-packed.,2024-09-04 11:18:41
Shop_A,4,Timely delivery and good products.,2024-09-24 14:58:21
Shop_N,3,Timely delivery and good products.,2024-11-12 05:15:03
Shop_U,5,"Excellent quality, fast delivery!",2025-02-19 02:01:40
Shop_X,4,Very satisfied with the shop.,2025-02-04 06:51:30
Shop_M,5,"Excellent quality, fast delivery!",2024-10-10 06:34:12
Shop_L,5,Timely delivery and good products.,2024-09-27 14:43:12
Shop_A,2,Some items were damaged.,2024-11-17 16:55:11
Shop_E,5,Great service as always.,2025-02-07 13:51:09
Shop_C,3,Great service as always.,2024-11-29 22:14:50
Shop_W,4,Very satisfied with the shop.,2024-11-17 10:36:06
Shop_Z,2,Delivery was very late.,2025-02-09 23:19:56
Shop_T,4,Great service as always.,2024-10-22 23:57:36
Shop_Y,4,Timely delivery and good products.,2025-02-14 04:37:47
Shop_O,4,Timely delivery and good products.,2024-10-19 19:41:52
Shop_I,4,Items were fresh and well-packed.,2024-08-31 18:56:27
Shop_B,3,Items were fresh and well-packed.,2025-02-01 09:33:04
Shop_R,3,Very satisfied with the shop.,2025-01-26 06:07:36
Shop_H,4,Great service as always.,2025-02-16 01:00:37
Shop_W,5,Timely delivery and good products.,2024-10-13 20:49:12
Shop_X,4,Very satisfied with the shop.,2025-01-12 12:04:58
Shop_G,5,Very satisfied with the shop.,2024-10-13 07:04:40
Shop_A,4,Items were fresh and well-packed.,2024-10-13 15:04:27
Shop_X,5,Great service as always.,2024-10-30 17:00:17
Shop_E,4,Items were fresh and well-packed.,2025-01-31 10:57:35
Shop_D,3,Timely delivery and good products.,2025-02-05 19:14:53
Shop_Y,5,Timely delivery and good products.,2024-10-07 15:32:29
Shop_X,4,Timely delivery and good products.,2024-09-06 11:47:51
Shop_Y,3,Great service as always.,2024-12-27 09:18:03
Shop_U,3,"Excellent quality, fast delivery!",2025-01-31 22:59:52
Shop_H,1,Delivery was very late.,2025-01-30 08:16:02
Shop_N,5,Items were fresh and well-packed.,2024-09-21 22:43:03
Shop_Y,4,Very satisfied with the shop.,2024-10-17 09:32:39
Shop_I,5,Timely delivery and good products.,2024-09-29 21:00:20
Shop_U,3,Very satisfied with the shop.,2024-12-01 22:44:01
Shop_I,5,Items were fresh and well-packed.,2025-02-05 14:16:46
Shop_H,5,Items were fresh and well-packed.,2025-01-11 07:54:29
Shop_K,5,"Excellent quality, fast delivery!",2024-09-24 17:46:07
Shop_O,3,"Excellent quality, fast delivery!",2024-09-17 06:44:42
Shop_S,4,Timely delivery and good products.,2024-11-28 15:54:14
Shop_I,4,Great service as always.,2024-09-26 20:46:19
Shop_M,3,Items were fresh and well-packed.,2025-01-23 08:25:12
Shop_X,5,Very satisfied with the shop.,2024-09-27 01:33:43
Shop_U,4,Very satisfied with the shop.,2025-02-08 05:01:54
Shop_X,4,Items were fresh and well-packed.,2024-11-12 07:05:35
Shop_U,5,Great service as always.,2024-10-05 10:35:17
Shop_G,3,Great service as always.,2025-02-25 04:42:55
Shop_V,3,"Excellent quality, fast delivery!",2024-10-08 08:27:48
Shop_S,5,Items were fresh and well-packed.,2024-10-01 09:19:44
Shop_J,5,Very satisfied with the shop.,2024-09-08 22:09:20
Shop_F,3,"Excellent quality, fast delivery!",2025-01-03 12:02:28
Shop_V,5,"Excellent quality, fast delivery!",2025-01-26 21:30:45
Shop_B,3,Timely delivery and good products.,2025-01-09 15:42:54
Shop_W,4,Very satisfied with the shop.,2025-02-13 20:08:27
Shop_I,2,"Poor quality items, some were stale.",2024-12-10 00:46:11
Shop_B,4,Timely delivery and good products.,2024-09-14 09:25:09
Shop_T,5,Items were fresh and well-packed.,2024-12-20 02:29:58
Shop_I,2,Delivery was very late.,2025-01-30 01:03:46
Shop_G,5,Timely delivery and good products.,2024-10-21 00:33:34
Shop_P,4,"Excellent quality, fast delivery!",2024-10-18 08:28:27
Shop_Z,4,Very satisfied with the shop.,2025-01-26 19:40:30
Shop_Y,3,Very satisfied with the shop.,2025-01-27 04:05:25
Shop_C,4,Great service as always.,2025-02-19 15:52:01
Shop_C,5,"Excellent quality, fast delivery!",2025-01-01 11:43:06
Shop_Y,4,"Excellent quality, fast delivery!",2025-01-16 05:16:33
Shop_B,2,Unsatisfactory service.,2024-10-27 16:00:38
Shop_I,4,Great service as always.,2025-01-31 23:30:25
Shop_W,3,Timely delivery and good products.,2025-01-28 09:27:36
Shop_N,5,"Excellent quality, fast delivery!",2024-10-15 00:45:50
Shop_R,4,Great service as always.,2025-01-23 07:08:24
Shop_Q,5,Items were fresh and well-packed.,2024-12-28 03:39:54
Shop_M,1,Delivery was very late.,2024-12-07 15:29:55
Shop_F,5,"Excellent quality, fast delivery!",2024-09-15 19:11:31
Shop_L,3,Very satisfied with the shop.,2024-09-02 06:06:10
Shop_H,3,Items were fresh and well-packed.,2024-10-12 22:04:34
Shop_M,3,Items were fresh and well-packed.,2024-09-20 01:57:05
Shop_D,5,Items were fresh and well-packed.,2025-02-20 16:40:45
Shop_B,3,Timely delivery and good products.,2025-02-05 19:22:56
Shop_F,4,"Excellent quality, fast delivery!",2024-09-17 22:23:05
Shop_X,3,Great service as always.,2024-10-04 03:12:47
Shop_I,3,Timely delivery and good products.,2025-02-17 01:36:57
Shop_K,4,Very satisfied with the shop.,2025-01-31 17:55:54
Shop_O,5,"Excellent quality, fast delivery!",2024-09-10 17:39:01
Shop_U,3,Timely delivery and good products.,2024-10-30 13:10:07
Shop_F,5,Great service as always.,2024-09-12 08:15:36
Shop_H,4,Timely delivery and good products.,2024-12-07 10:17:26
Shop_O,5,Timely delivery and good products.,2025-01-29 20:30:30
Shop_L,5,Very satisfied with the shop.,2024-12-26 13:54:40
Shop_K,2,Items not as expected.,2025-02-16 04:02:50
Shop_N,4,"Excellent quality, fast delivery!",2025-02-21 02:47:52
Shop_D,3,Great service as always.,2024-12-04 12:37:05
Shop_X,5,Very satisfied with the shop.,2025-02-24 00:58:39
Shop_Z,5,Great service as always.,2025-01-08 11:37:45
Shop_A,3,Great service as always.,2024-12-22 06:58:12
Shop_W,4,Great service as always.,2024-09-10 19:39:19
Shop_Y,3,Very satisfied with the shop.,2024-10-10 05:09:40
Shop_K,4,Timely delivery and good products.,2024-10-03 05:18:36
Shop_O,5,Timely delivery and good products.,2024-11-22 21:05:05
Shop_U,1,Unsatisfactory service.,2024-11-30 20:19:40
Shop_S,2,"Poor quality items, some were stale.",2024-12-28 20:58:28
Shop_Z,5,Timely delivery and good products.,2025-01-13 13:47:11
Shop_J,4,Timely delivery and good products.,2024-10-14 14:06:37
Shop_G,1,Unsatisfactory service.,2024-09-04 05:19:57
Shop_C,4,Timely delivery and good products.,2025-02-14 15:31:54
Shop_M,3,Timely delivery and good products.,2025-01-16 00:32:48
Shop_D,5,Great service as always.,2025-01-21 15:16:44
Shop_Y,4,Items were fresh and well-packed.,2024-10-01 16:24:05
Shop_G,3,Very satisfied with the shop.,2024-11-14 04:23:45
Shop_T,5,Great service as always.,2024-11-11 17:06:18
Shop_Y,3,Timely delivery and good products.,2024-12-25 21:14:53
Shop_K,3,Items were fresh and well-packed.,2024-12-03 10:30:36
Shop_S,3,Items were fresh and well-packed.,2024-10-10 06:21:42
Shop_T,5,Timely delivery and good products.,2025-01-16 06:35:51
Shop_H,4,"Excellent quality, fast delivery!",2025-01-23 08:15:57
Shop_Y,5,Items were fresh and well-packed.,2025-02-04 02:52:49
Shop_W,1,"Poor quality items, some were stale.",2024-10-04 07:53:46
Shop_U,3,"Excellent quality, fast delivery!",2024-09-27 15:03:06
Shop_E,3,Items were fresh and well-packed.,2025-01-17 02:04:38
Shop_L,4,Great service as always.,2025-01-29 21:07:35
Shop_B,3,Very satisfied with the shop.,2025-02-09 00:38:23
Shop_J,5,"Excellent quality, fast delivery!",2024-11-14 16:23:08
Shop_G,5,Items were fresh and well-packed.,2025-01-05 22:57:47
Shop_A,3,Very satisfied with the shop.,2024-11-12 23:43:27
Shop_Y,5,Great service as always.,2024-12-05 18:47:28
Shop_G,5,"Excellent quality, fast delivery!",2024-10-16 09:56:34
Shop_F,4,Timely delivery and good products.,2024-09-07 03:09:25
Shop_U,3,"Excellent quality, fast delivery!",2024-12-03 08:51:29
Shop_U,5,Great service as always.,2024-12-20 15:02:09
Shop_K,3,Timely delivery and good products.,2025-01-31 11:35:02
Shop_Z,3,Items were fresh and well-packed.,2024-09-09 16:23:45
Shop_I,4,Items were fresh and well-packed.,2024-10-09 07:22:11
Shop_W,3,Very satisfied with the shop.,2024-09-10 14:35:14
Shop_R,4,Items were fresh and well-packed.,2025-01-29 04:22:52
Shop_K,3,Timely delivery and good products.,2024-12-11 21:29:37
Shop_W,5,Very satisfied with the shop.,2024-12-16 17:31:32
Shop_M,1,Items not as expected.,2024-09-12 20:13:19
Shop_M,5,Great service as always.,2024-10-16 21:09:12
Shop_Q,2,Unsatisfactory service.,2024-11-02 19:17:05
Shop_L,3,Timely delivery and good products.,2025-01-25 04:31:10
Shop_F,5,"Excellent quality, fast delivery!",2025-01-30 06:41:19
Shop_C,4,Very satisfied with the shop.,2024-12-03 00:46:17
Shop_G,4,Great service as always.,2024-12-30 13:36:52
Shop_D,2,Items not as expected.,2024-12-31 16:15:05
Shop_I,4,Very satisfied with the shop.,2024-10-14 06:11:16
Shop_R,5,Very satisfied with the shop.,2025-01-21 07:05:41
Shop_Q,5,Timely delivery and good products.,2025-02-18 17:41:50
Shop_U,2,Items not as expected.,2025-01-22 20:06:26
Shop_M,4,Items were fresh and well-packed.,2024-11-15 02:31:45
Shop_L,3,Very satisfied with the shop.,2024-10-13 17:31:27
Shop_E,3,Great service as always.,2025-01-13 19:35:49
Shop_D,4,"Excellent quality, fast delivery!",2025-01-02 20:17:09
Shop_Q,3,"Excellent quality, fast delivery!",2024-12-22 23:28:51
Shop_O,5,Timely delivery and good products.,2024-09-16 08:37:06
Shop_P,5,Items were fresh and well-packed.,2024-12-03 08:24:48
Shop_E,4,Timely delivery and good products.,2024-10-24 01:11:25
Shop_O,1,Unsatisfactory service.,2025-01-02 04:40:38
Shop_R,4,Very satisfied with the shop.,2025-02-24 23:36:11
Shop_R,1,"Poor quality items, some were stale.",2024-09-27 13:37:11
Shop_M,3,Very satisfied with the shop.,2025-02-15 12:53:32
Shop_H,4,Very satisfied with the shop.,2025-01-02 06:21:19
Shop_X,4,"Excellent quality, fast delivery!",2024-09-01 06:56:28
Shop_O,3,Items were fresh and well-packed.,2024-09-10 15:15:11
Shop_E,4,Timely delivery and good products.,2024-10-21 02:02:30
Shop_J,4,Items were fresh and well-packed.,2025-02-19 14:27:58
Shop_V,4,Items were fresh and well-packed.,2024-11-22 07:43:55
Shop_K,4,Great service as always.,2024-09-16 03:00:22
Shop_U,5,Very satisfied with the shop.,2024-10-12 14:57:14
Shop_J,4,"Excellent quality, fast delivery!",2024-09-16 14:35:16
Shop_L,4,Great service as always.,2024-10-21 08:36:19
Shop_D,5,Very satisfied with the shop.,2025-01-21 04:06:46
Shop_S,2,Unsatisfactory service.,2024-10-07 10:08:55
Shop_H,5,Timely delivery and good products.,2024-09-23 19:42:59
Shop_Q,5,Timely delivery and good products.,2024-09-09 01:04:20
Shop_J,2,"Poor quality items, some were stale.",2025-01-12 09:26:39
Shop_G,4,Very satisfied with the shop.,2024-12-23 22:17:45
Shop_S,4,Timely delivery and good products.,2024-12-24 05:51:30
Shop_S,2,Unsatisfactory service.,2024-11-17 16:21:24
Shop_M,3,Very satisfied with the shop.,2025-01-03 20:36:11
Shop_F,5,"Excellent quality, fast delivery!",2024-10-30 22:19:42
Shop_K,3,Items were fresh and well-packed.,2024-11-26 04:08:46
Shop_E,3,Very satisfied with the shop.,2025-01-28 18:51:01
Shop_M,4,Great service as always.,2024-10-11 00:13:44
Shop_D,3,Great service as always.,2024-12-15 07:39:56
Shop_K,5,"Excellent quality, fast delivery!",2024-12-21 20:35:34
Shop_I,5,Items were fresh and well-packed.,2025-01-10 18:51:55
Shop_W,5,Great service as always.,2024-11-28 21:26:29
Shop_S,4,Items were fresh and well-packed.,2024-09-27 06:12:16
Shop_N,4,Items were fresh and well-packed.,2024-11-27 22:49:05
Shop_L,5,Great service as always.,2025-02-07 15:01:36
Shop_W,5,Items were fresh and well-packed.,2024-12-24 23:59:11
Shop_K,3,Very satisfied with the shop.,2024-11-22 11:37:14
Shop_N,3,Great service as always.,2024-10-20 15:40:05
Shop_C,5,Items were fresh and well-packed.,2025-02-10 17:22:46
Shop_G,4,Great service as always.,2025-01-11 22:33:05
Shop_U,5,Timely delivery and good products.,2025-01-11 05:22:56
Shop_N,4,Very satisfied with the shop.,2025-01-29 11:03:06
Shop_Y,3,Timely delivery and good products.,2025-01-30 07:48:48
Shop_F,4,Very satisfied with the shop.,2024-09-04 09:09:16
Shop_P,2,"Poor quality items, some were stale.",2024-09-24 21:53:17
Shop_Q,4,Items were fresh and well-packed.,2024-12-03 12:33:43
Shop_B,5,Very satisfied with the shop.,2024-09-11 07:49:33
Shop_T,4,"Excellent quality, fast delivery!",2024-12-30 10:32:51
Shop_E,3,Timely delivery and good products.,2024-11-26 19:42:54
Shop_S,5,Very satisfied with the shop.,2025-01-03 03:54:52
Shop_L,4,Timely delivery and good products.,2024-11-23 05:32:15
Shop_C,5,Great service as always.,2025-01-21 08:46:21
Shop_K,4,Timely delivery and good products.,2024-12-22 02:31:33
Shop_K,1,Unsatisfactory service.,2024-09-14 13:52:04
Shop_G,4,Very satisfied with the shop.,2025-01-03 11:56:22
Shop_P,5,"Excellent quality, fast delivery!",2024-11-18 12:03:39
Shop_R,5,Items were fresh and well-packed.,2024-11-08 02:39:28
Shop_X,4,Timely delivery and good products.,2024-09-20 07:31:21
Shop_C,4,Very satisfied with the shop.,2025-02-13 00:14:08
Shop_H,5,Great service as always.,2024-10-05 15:31:15
